Group,Code,Name,Year,Antigen,Antigen_description,Coverage_category,Coverage_category_description,Target_number,Doses,Coverage
COUNTRIES,MEX,Mexico,2020,MCV2,Measles-containing vaccine - 2nd dose (booster),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4361875.0,4361875,100.0
COUNTRIES,MEX,Mexico,2020,POL3,Polio - 3rd dose,ADMIN,Administrative coverage (doses given / target population),2861762.0,2720122,95.1
COUNTRIES,MEX,Mexico,2020,POL3,Polio - 3rd dose,OFFICIAL,Official country-reported coverage estimate,4622853.0,4622853,100.0
COUNTRIES,MEX,Mexico,2020,POL3,Polio - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,289933.0,289933,100.0
COUNTRIES,MEX,Mexico,2020,HEPB3,Hepatitis B - 3rd dose,ADMIN,Administrative coverage (doses given / target population),2307125.0,2307125,100.0
COUNTRIES,MEX,Mexico,2020,HEPB3,Hepatitis B - 3rd dose,OFFICIAL,Official country-reported coverage estimate,1869735.0,1779226,95.2
COUNTRIES,MEX,Mexico,2020,HEPB3,Hepatitis B - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4389453.0,4385759,99.9
COUNTRIES,MEX,Mexico,2020,PCV3,Pneumococcal conjugate vaccine - 3rd dose,ADMIN,Administrative coverage (doses given / target population),3712139.0,3677320,99.1
COUNTRIES,MEX,Mexico,2020,PCV3,Pneumococcal conjugate vaccine - 3rd dose,OFFICIAL,Official country-reported coverage estimate,1139502.0,1130233,99.2
COUNTRIES,MEX,Mexico,2020,PCV3,Pneumococcal conjugate vaccine - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3999432.0,3779146,94.5
COUNTRIES,MEX,Mexico,2021,BCG,Bacille Calmette-Guerin (Tuberculosis),ADMIN,Administrative coverage (doses given / target population),77717.0,74520,95.9
COUNTRIES,MEX,Mexico,2021,BCG,Bacille Calmette-Guerin (Tuberculosis),OFFICIAL,Official country-reported coverage estimate,4144405.0,4144405,100.0
COUNTRIES,MEX,Mexico,2021,BCG,Bacille Calmette-Guerin (Tuberculosis),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1994121.0,1902813,95.4
COUNTRIES,MEX,Mexico,2021,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,ADMIN,Administrative coverage (doses given / target population),2203357.0,2019754,91.7
COUNTRIES,MEX,Mexico,2021,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,OFFICIAL,Official country-reported coverage estimate,2535557.0,2535557,100.0
COUNTRIES,MEX,Mexico,2021,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,320709.0,320709,100.0
COUNTRIES,MEX,Mexico,2021,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,ADMIN,Administrative coverage (doses given / target population),4252874.0,4171202,98.1
COUNTRIES,MEX,Mexico,2021,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,OFFICIAL,Official country-reported coverage estimate,1853825.0,1778524,95.9
COUNTRIES,MEX,Mexico,2021,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,239215.0,239215,100.0
COUNTRIES,MEX,Mexico,2021,MCV1,Measles-containing vaccine - 1st dose,ADMIN,Administrative coverage (doses given / target population),1222453.0,1188334,97.2
COUNTRIES,MEX,Mexico,2021,MCV1,Measles-containing vaccine - 1st dose,OFFICIAL,Official country-reported coverage estimate,4050514.0,3956783,97.7
COUNTRIES,MEX,Mexico,2021,MCV1,Measles-containing vaccine - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4404314.0,4188261,95.1
COUNTRIES,MEX,Mexico,2021,MCV2,Measles-containing vaccine - 2nd dose (booster),ADMIN,Administrative coverage (doses given / target population),2045559.0,1951554,95.4
COUNTRIES,MEX,Mexico,2021,MCV2,Measles-containing vaccine - 2nd dose (booster),OFFICIAL,Official country-reported coverage estimate,4155486.0,4155486,100.0
COUNTRIES,MEX,Mexico,2021,MCV2,Measles-containing vaccine - 2nd dose (booster),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1695454.0,1519690,89.6
COUNTRIES,MEX,Mexico,2021,POL3,Polio - 3rd dose,ADMIN,Administrative coverage (doses given / target population),,3626661,91.1
COUNTRIES,MEX,Mexico,2021,POL3,Polio - 3rd dose,OFFICIAL,Official country-reported coverage estimate,1169669.0,1125685,
COUNTRIES,MEX,Mexico,2021,POL3,Polio - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1700293.0,1700293,100.0
COUNTRIES,MEX,Mexico,2021,HEPB3,Hepatitis B - 3rd dose,ADMIN,Administrative coverage (doses given / target population),4596997.0,4500074,
COUNTRIES,MEX,Mexico,2021,HEPB3,Hepatitis B - 3rd dose,OFFICIAL,Official country-reported coverage estimate,187705.0,174015,92.7
COUNTRIES,MEX,Mexico,2021,HEPB3,Hepatitis B - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,955795.0,911777,95.4
COUNTRIES,MEX,Mexico,2021,PCV3,Pneumococcal conjugate vaccine - 3rd dose,ADMIN,Administrative coverage (doses given / target population),3541166.0,3093354,87.4
COUNTRIES,MEX,Mexico,2021,PCV3,Pneumococcal conjugate vaccine - 3rd dose,OFFICIAL,Official country-reported coverage estimate,3147924.0,2829718,89.9
COUNTRIES,MEX,Mexico,2021,PCV3,Pneumococcal conjugate vaccine - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,581215.0,581215,100.0
COUNTRIES,MEX,Mexico,2022,BCG,Bacille Calmette-Guerin (Tuberculosis),ADMIN,Administrative coverage (doses given / target population),4287982.0,4233591,98.7
COUNTRIES,MEX,Mexico,2022,BCG,Bacille Calmette-Guerin (Tuberculosis),OFFICIAL,Official country-reported coverage estimate,629176.0,542484,86.2
COUNTRIES,MEX,Mexico,2022,BCG,Bacille Calmette-Guerin (Tuberculosis),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,2549027,88.4
COUNTRIES,MEX,Mexico,2022,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,ADMIN,Administrative coverage (doses given / target population),3450689.0,2780820,80.6
COUNTRIES,MEX,Mexico,2022,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,OFFICIAL,Official country-reported coverage estimate,4011866.0,4011866,100.0
COUNTRIES,MEX,Mexico,2022,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4260390.0,4260390,100.0
COUNTRIES,MEX,Mexico,2022,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,ADMIN,Administrative coverage (doses given / target population),1775700.0,1632364,91.9
COUNTRIES,MEX,Mexico,2022,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,OFFICIAL,Official country-reported coverage estimate,302811.0,302811,100.0
COUNTRIES,MEX,Mexico,2022,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,626579.0,523947,83.6
COUNTRIES,MEX,Mexico,2022,MCV1,Measles-containing vaccine - 1st dose,ADMIN,Administrative coverage (doses given / target population),921889.0,796608,86.4
COUNTRIES,MEX,Mexico,2022,MCV1,Measles-containing vaccine - 1st dose,OFFICIAL,Official country-reported coverage estimate,4863687.0,4854934,99.8
COUNTRIES,MEX,Mexico,2022,MCV1,Measles-containing vaccine - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,162651.0,159459,98.0
COUNTRIES,MEX,Mexico,2022,MCV2,Measles-containing vaccine - 2nd dose (booster),ADMIN,Administrative coverage (doses given / target population),3209816.0,2946268,91.8
COUNTRIES,MEX,Mexico,2022,MCV2,Measles-containing vaccine - 2nd dose (booster),OFFICIAL,Official country-reported coverage estimate,3744185.0,3316197,88.6
COUNTRIES,MEX,Mexico,2022,MCV2,Measles-containing vaccine - 2nd dose (booster),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1028947.0,1028947,100.0
COUNTRIES,MEX,Mexico,2022,POL3,Polio - 3rd dose,ADMIN,Administrative coverage (doses given / target population),3630593.0,3225538,88.8
COUNTRIES,MEX,Mexico,2022,POL3,Polio - 3rd dose,OFFICIAL,Official country-reported coverage estimate,2176664.0,2176664,100.0
COUNTRIES,MEX,Mexico,2022,POL3,Polio - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,61945.0,61945,100.0
COUNTRIES,MEX,Mexico,2022,HEPB3,Hepatitis B - 3rd dose,ADMIN,Administrative coverage (doses given / target population),689792.0,689792,100.0
COUNTRIES,MEX,Mexico,2022,HEPB3,Hepatitis B - 3rd dose,OFFICIAL,Official country-reported coverage estimate,3102066.0,3001233,96.7
COUNTRIES,MEX,Mexico,2022,HEPB3,Hepatitis B - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,469947.0,460480,98.0
COUNTRIES,MEX,Mexico,2022,PCV3,Pneumococcal conjugate vaccine - 3rd dose,ADMIN,Administrative coverage (doses given / target population),1047760.0,1046550,99.9
COUNTRIES,MEX,Mexico,2022,PCV3,Pneumococcal conjugate vaccine - 3rd dose,OFFICIAL,Official country-reported coverage estimate,4762648.0,4682501,98.3
COUNTRIES,MEX,Mexico,2022,PCV3,Pneumococcal conjugate vaccine - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2389263.0,2316535,97.0
COUNTRIES,MEX,Mexico,2023,BCG,Bacille Calmette-Guerin (Tuberculosis),ADMIN,Administrative coverage (doses given / target population),1964191.0,1964191,100.0
COUNTRIES,MEX,Mexico,2023,BCG,Bacille Calmette-Guerin (Tuberculosis),OFFICIAL,Official country-reported coverage estimate,2346705.0,2236162,95.3
COUNTRIES,MEX,Mexico,2023,BCG,Bacille Calmette-Guerin (Tuberculosis),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,52063.0,49081,94.3
COUNTRIES,MEX,Mexico,2023,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,ADMIN,Administrative coverage (doses given / target population),705505.0,629641,89.2
COUNTRIES,MEX,Mexico,2023,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,OFFICIAL,Official country-reported coverage estimate,3450146.0,3214058,93.2
COUNTRIES,MEX,Mexico,2023,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1276145.0,1230456,96.4
COUNTRIES,MEX,Mexico,2023,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,ADMIN,Administrative coverage (doses given / target population),1623308.0,1623308,100.0
COUNTRIES,MEX,Mexico,2023,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,OFFICIAL,Official country-reported coverage estimate,239503.0,239503,100.0
COUNTRIES,MEX,Mexico,2023,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,627397.0,606638,96.7
COUNTRIES,MEX,Mexico,2023,MCV1,Measles-containing vaccine - 1st dose,ADMIN,Administrative coverage (doses given / target population),1590440.0,1570482,98.7
COUNTRIES,MEX,Mexico,2023,MCV1,Measles-containing vaccine - 1st dose,OFFICIAL,Official country-reported coverage estimate,3639322.0,3445873,94.7
COUNTRIES,MEX,Mexico,2023,MCV1,Measles-containing vaccine - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4196812.0,4196812,100.0
COUNTRIES,MEX,Mexico,2023,MCV2,Measles-containing vaccine - 2nd dose (booster),ADMIN,Administrative coverage (doses given / target population),1272200.0,1260973,99.1
COUNTRIES,MEX,Mexico,2023,MCV2,Measles-containing vaccine - 2nd dose (booster),OFFICIAL,Official country-reported coverage estimate,4347485.0,3993700,91.9
COUNTRIES,MEX,Mexico,2023,MCV2,Measles-containing vaccine - 2nd dose (booster),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,956743.0,849973,88.8
COUNTRIES,MEX,Mexico,2023,POL3,Polio - 3rd dose,ADMIN,Administrative coverage (doses given / target population),3778996.0,3778996,100.0
COUNTRIES,MEX,Mexico,2023,POL3,Polio - 3rd dose,OFFICIAL,Official country-reported coverage estimate,825706.0,816445,98.9
COUNTRIES,MEX,Mexico,2023,POL3,Polio - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1364618.0,1351110,99.0
COUNTRIES,MEX,Mexico,2023,HEPB3,Hepatitis B - 3rd dose,ADMIN,Administrative coverage (doses given / target population),3079807.0,2997864,97.3
COUNTRIES,MEX,Mexico,2023,HEPB3,Hepatitis B - 3rd dose,OFFICIAL,Official country-reported coverage estimate,3671732.0,3671732,100.0
COUNTRIES,MEX,Mexico,2023,HEPB3,Hepatitis B - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1665472.0,1328122,79.7
COUNTRIES,MEX,Mexico,2023,PCV3,Pneumococcal conjugate vaccine - 3rd dose,ADMIN,Administrative coverage (doses given / target population),3844259.0,3522823,91.6
COUNTRIES,MEX,Mexico,2023,PCV3,Pneumococcal conjugate vaccine - 3rd dose,OFFICIAL,Official country-reported coverage estimate,4033307.0,3594848,89.1
COUNTRIES,MEX,Mexico,2023,PCV3,Pneumococcal conjugate vaccine - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4675910.0,4675910,100.0
COUNTRIES,IDN,Indonesia,2010,BCG,Bacille Calmette-Guerin (Tuberculosis),ADMIN,Administrative coverage (doses given / target population),1451010.0,944248,65.1
COUNTRIES,IDN,Indonesia,2010,BCG,Bacille Calmette-Guerin (Tuberculosis),OFFICIAL,Official country-reported coverage estimate,2763687.0,2197122,79.5
COUNTRIES,IDN,Indonesia,2010,BCG,Bacille Calmette-Guerin (Tuberculosis),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2283838.0,1717480,75.2
COUNTRIES,IDN,Indonesia,2010,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,ADMIN,Administrative coverage (doses given / target population),1547321.0,1068322,69.0
COUNTRIES,IDN,Indonesia,2010,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,OFFICIAL,Official country-reported coverage estimate,4660919.0,3778850,81.1
COUNTRIES,IDN,Indonesia,2010,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4608635.0,3747117,81.3
COUNTRIES,IDN,Indonesia,2010,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,ADMIN,Administrative coverage (doses given / target population),1738455.0,1285212,73.9
COUNTRIES,IDN,Indonesia,2010,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,OFFICIAL,Official country-reported coverage estimate,4252540.0,2750164,64.7
COUNTRIES,IDN,Indonesia,2010,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3279281.0,2427957,74.0
COUNTRIES,IDN,Indonesia,2010,MCV1,Measles-containing vaccine - 1st dose,ADMIN,Administrative coverage (doses given / target population),94245.0,63051,66.9
COUNTRIES,IDN,Indonesia,2010,MCV1,Measles-containing vaccine - 1st dose,OFFICIAL,Official country-reported coverage estimate,3507808.0,2732984,77.9
COUNTRIES,IDN,Indonesia,2010,MCV1,Measles-containing vaccine - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2831903.0,2012268,71.1
COUNTRIES,IDN,Indonesia,2010,MCV2,Measles-containing vaccine - 2nd dose (booster),ADMIN,Administrative coverage (doses given / target population),1991415.0,1594081,80.0
COUNTRIES,IDN,Indonesia,2010,MCV2,Measles-containing vaccine - 2nd dose (booster),OFFICIAL,Official country-reported coverage estimate,1164237.0,896459,77.0
COUNTRIES,IDN,Indonesia,2010,MCV2,Measles-containing vaccine - 2nd dose (booster),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4953592.0,4192534,84.6
COUNTRIES,IDN,Indonesia,2010,POL3,Polio - 3rd dose,ADMIN,Administrative coverage (doses given / target population),4862092.0,3756378,77.3
COUNTRIES,IDN,Indonesia,2010,POL3,Polio - 3rd dose,OFFICIAL,Official country-reported coverage estimate,1888936.0,1380992,73.1
COUNTRIES,IDN,Indonesia,2010,POL3,Polio - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4869604.0,3559781,73.1
COUNTRIES,IDN,Indonesia,2010,HEPB3,Hepatitis B - 3rd dose,ADMIN,Administrative coverage (doses given / target population),2662691.0,2081757,78.2
COUNTRIES,IDN,Indonesia,2010,HEPB3,Hepatitis B - 3rd dose,OFFICIAL,Official country-reported coverage estimate,3442972.0,2735929,79.5
COUNTRIES,IDN,Indonesia,2010,HEPB3,Hepatitis B - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1032183.0,905416,87.7
COUNTRIES,IDN,Indonesia,2010,PCV3,Pneumococcal conjugate vaccine - 3rd dose,ADMIN,Administrative coverage (doses given / target population),693172.0,463408,66.9
COUNTRIES,IDN,Indonesia,2010,PCV3,Pneumococcal conjugate vaccine - 3rd dose,OFFICIAL,Official country-reported coverage estimate,1349569.0,902202,
COUNTRIES,IDN,Indonesia,2010,PCV3,Pneumococcal conjugate vaccine - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,286853.0,213880,74.6
COUNTRIES,IDN,Indonesia,2011,BCG,Bacille Calmette-Guerin (Tuberculosis),ADMIN,Administrative coverage (doses given / target population),4206948.0,3389984,80.6
COUNTRIES,IDN,Indonesia,2011,BCG,Bacille Calmette-Guerin (Tuberculosis),OFFICIAL,Official country-reported coverage estimate,2703557.0,2171047,80.3
COUNTRIES,IDN,Indonesia,2011,BCG,Bacille Calmette-Guerin (Tuberculosis),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2455549.0,1826187,74.4
COUNTRIES,IDN,Indonesia,2011,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,ADMIN,Administrative coverage (doses given / target population),2392647.0,1744566,72.9
COUNTRIES,IDN,Indonesia,2011,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,OFFICIAL,Official country-reported coverage estimate,,2692571,68.1
COUNTRIES,IDN,Indonesia,2011,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4824725.0,3606064,74.7
COUNTRIES,IDN,Indonesia,2011,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,ADMIN,Administrative coverage (doses given / target population),4949357.0,3919233,79.2
COUNTRIES,IDN,Indonesia,2011,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,OFFICIAL,Official country-reported coverage estimate,1478131.0,1020029,69.0
COUNTRIES,IDN,Indonesia,2011,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,778461.0,575409,
COUNTRIES,IDN,Indonesia,2011,MCV1,Measles-containing vaccine - 1st dose,ADMIN,Administrative coverage (doses given / target population),441541.0,318771,72.2
COUNTRIES,IDN,Indonesia,2011,MCV1,Measles-containing vaccine - 1st dose,OFFICIAL,Official country-reported coverage estimate,,1040958,70.1
COUNTRIES,IDN,Indonesia,2011,MCV1,Measles-containing vaccine - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2625623.0,2056224,78.3
COUNTRIES,IDN,Indonesia,2011,MCV2,Measles-containing vaccine - 2nd dose (booster),ADMIN,Administrative coverage (doses given / target population),210027.0,178894,85.2
COUNTRIES,IDN,Indonesia,2011,MCV2,Measles-containing vaccine - 2nd dose (booster),OFFICIAL,Official country-reported coverage estimate,1416546.0,1121672,79.2
COUNTRIES,IDN,Indonesia,2011,MCV2,Measles-containing vaccine - 2nd dose (booster),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,819228.0,652394,79.6
COUNTRIES,IDN,Indonesia,2011,POL3,Polio - 3rd dose,ADMIN,Administrative coverage (doses given / target population),,1331406,69.5
COUNTRIES,IDN,Indonesia,2011,POL3,Polio - 3rd dose,OFFICIAL,Official country-reported coverage estimate,1017691.0,700336,68.8
COUNTRIES,IDN,Indonesia,2011,POL3,Polio - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4575298.0,3664465,80.1
COUNTRIES,IDN,Indonesia,2011,HEPB3,Hepatitis B - 3rd dose,ADMIN,Administrative coverage (doses given / target population),1119096.0,862374,77.1
COUNTRIES,IDN,Indonesia,2011,HEPB3,Hepatitis B - 3rd dose,OFFICIAL,Official country-reported coverage estimate,2853369.0,1705268,59.8
COUNTRIES,IDN,Indonesia,2011,HEPB3,Hepatitis B - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2573258.0,2255524,87.7
COUNTRIES,IDN,Indonesia,2011,PCV3,Pneumococcal conjugate vaccine - 3rd dose,ADMIN,Administrative coverage (doses given / target population),817380.0,716274,87.6
COUNTRIES,IDN,Indonesia,2011,PCV3,Pneumococcal conjugate vaccine - 3rd dose,OFFICIAL,Official country-reported coverage estimate,1592415.0,1060933,66.6
COUNTRIES,IDN,Indonesia,2011,PCV3,Pneumococcal conjugate vaccine - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2331988.0,1448223,62.1
COUNTRIES,IDN,Indonesia,2012,BCG,Bacille Calmette-Guerin (Tuberculosis),ADMIN,Administrative coverage (doses given / target population),4544268.0,3539638,77.9
COUNTRIES,IDN,Indonesia,2012,BCG,Bacille Calmette-Guerin (Tuberculosis),OFFICIAL,Official country-reported coverage estimate,4108799.0,2846643,69.3
COUNTRIES,IDN,Indonesia,2012,BCG,Bacille Calmette-Guerin (Tuberculosis),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1166979.0,787530,67.5
COUNTRIES,IDN,Indonesia,2012,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,ADMIN,Administrative coverage (doses given / target population),3131045.0,2504473,80.0
COUNTRIES,IDN,Indonesia,2012,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,OFFICIAL,Official country-reported coverage estimate,2132701.0,1846745,86.6
COUNTRIES,IDN,Indonesia,2012,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2505676.0,1930186,77.0
COUNTRIES,IDN,Indonesia,2012,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,ADMIN,Administrative coverage (doses given / target population),2851278.0,1938402,68.0
COUNTRIES,IDN,Indonesia,2012,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,OFFICIAL,Official country-reported coverage estimate,2160422.0,1568608,
COUNTRIES,IDN,Indonesia,2012,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,234169.0,183837,78.5
COUNTRIES,IDN,Indonesia,2012,MCV1,Measles-containing vaccine - 1st dose,ADMIN,Administrative coverage (doses given / target population),2548175.0,2080993,81.7
COUNTRIES,IDN,Indonesia,2012,MCV1,Measles-containing vaccine - 1st dose,OFFICIAL,Official country-reported coverage estimate,501289.0,354224,70.7
COUNTRIES,IDN,Indonesia,2012,MCV1,Measles-containing vaccine - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,1360861,75.5
COUNTRIES,IDN,Indonesia,2012,MCV2,Measles-containing vaccine - 2nd dose (booster),ADMIN,Administrative coverage (doses given / target population),3100473.0,2287282,73.8
COUNTRIES,IDN,Indonesia,2012,MCV2,Measles-containing vaccine - 2nd dose (booster),OFFICIAL,Official country-reported coverage estimate,961030.0,695401,72.4
COUNTRIES,IDN,Indonesia,2012,MCV2,Measles-containing vaccine - 2nd dose (booster),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1063363.0,916337,86.2
COUNTRIES,IDN,Indonesia,2012,POL3,Polio - 3rd dose,ADMIN,Administrative coverage (doses given / target population),1510375.0,1159474,76.8
COUNTRIES,IDN,Indonesia,2012,POL3,Polio - 3rd dose,OFFICIAL,Official country-reported coverage estimate,4567864.0,3386895,
COUNTRIES,IDN,Indonesia,2012,POL3,Polio - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4137038.0,3456482,83.5
COUNTRIES,IDN,Indonesia,2012,HEPB3,Hepatitis B - 3rd dose,ADMIN,Administrative coverage (doses given / target population),598163.0,427048,71.4
COUNTRIES,IDN,Indonesia,2012,HEPB3,Hepatitis B - 3rd dose,OFFICIAL,Official country-reported coverage estimate,522730.0,389089,74.4
COUNTRIES,IDN,Indonesia,2012,HEPB3,Hepatitis B - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4430332.0,3393407,76.6
COUNTRIES,IDN,Indonesia,2012,PCV3,Pneumococcal conjugate vaccine - 3rd dose,ADMIN,Administrative coverage (doses given / target population),2279842.0,1786314,78.4
COUNTRIES,IDN,Indonesia,2012,PCV3,Pneumococcal conjugate vaccine - 3rd dose,OFFICIAL,Official country-reported coverage estimate,3536923.0,2986300,84.4
COUNTRIES,IDN,Indonesia,2012,PCV3,Pneumococcal conjugate vaccine - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,964446.0,664992,69.0
COUNTRIES,IDN,Indonesia,2013,BCG,Bacille Calmette-Guerin (Tuberculosis),ADMIN,Administrative coverage (doses given / target population),419416.0,307099,73.2
COUNTRIES,IDN,Indonesia,2013,BCG,Bacille Calmette-Guerin (Tuberculosis),OFFICIAL,Official country-reported coverage estimate,885440.0,780165,88.1
COUNTRIES,IDN,Indonesia,2013,BCG,Bacille Calmette-Guerin (Tuberculosis),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,188946.0,155181,82.1
COUNTRIES,IDN,Indonesia,2013,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,ADMIN,Administrative coverage (doses given / target population),3101452.0,2311618,74.5
COUNTRIES,IDN,Indonesia,2013,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,OFFICIAL,Official country-reported coverage estimate,2988907.0,2223799,74.4
COUNTRIES,IDN,Indonesia,2013,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2000624.0,1616705,80.8
COUNTRIES,IDN,Indonesia,2013,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,ADMIN,Administrative coverage (doses given / target population),3649385.0,2885421,79.1
COUNTRIES,IDN,Indonesia,2013,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,OFFICIAL,Official country-reported coverage estimate,,783732,78.6
COUNTRIES,IDN,Indonesia,2013,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3762114.0,2816117,74.9
COUNTRIES,IDN,Indonesia,2013,MCV1,Measles-containing vaccine - 1st dose,ADMIN,Administrative coverage (doses given / target population),,2697002,77.1
COUNTRIES,IDN,Indonesia,2013,MCV1,Measles-containing vaccine - 1st dose,OFFICIAL,Official country-reported coverage estimate,1378685.0,1123228,81.5
COUNTRIES,IDN,Indonesia,2013,MCV1,Measles-containing vaccine - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4985479.0,4015104,80.5
COUNTRIES,IDN,Indonesia,2013,MCV2,Measles-containing vaccine - 2nd dose (booster),ADMIN,Administrative coverage (doses given / target population),4201218.0,3192785,76.0
COUNTRIES,IDN,Indonesia,2013,MCV2,Measles-containing vaccine - 2nd dose (booster),OFFICIAL,Official country-reported coverage estimate,1093459.0,695571,63.6
