Group,Code,Name,Year,Disease,Disease_description,Cases
COUNTRIES,EGY,Egypt,2017,TB,Tuberculosis,36
COUNTRIES,EGY,Egypt,2017,HEPB,Hepatitis B,162
COUNTRIES,EGY,Egypt,2018,MEASLES,Measles,149
COUNTRIES,EGY,Egypt,2018,POLIO,Poliomyelitis,623
COUNTRIES,EGY,Egypt,2018,PERTUSSIS,Pertussis (Whooping cough),300
COUNTRIES,EGY,Egypt,2018,DIPHTHERIA,Diphtheria,316
COUNTRIES,EGY,Egypt,2018,TB,Tuberculosis,427
COUNTRIES,EGY,Egypt,2018,HEPB,Hepatitis B,25
COUNTRIES,EGY,Egypt,2019,MEASLES,Measles,610
COUNTRIES,EGY,Egypt,2019,POLIO,Poliomyelitis,0
COUNTRIES,EGY,Egypt,2019,PERTUSSIS,Pertussis (Whooping cough),61
COUNTRIES,EGY,Egypt,2019,DIPHTHERIA,Diphtheria,0
COUNTRIES,EGY,Egypt,2019,TB,Tuberculosis,0
COUNTRIES,EGY,Egypt,2019,HEPB,Hepatitis B,180
COUNTRIES,EGY,Egypt,2020,MEASLES,Measles,824
COUNTRIES,EGY,Egypt,2020,POLIO,Poliomyelitis,0
COUNTRIES,EGY,Egypt,2020,PERTUSSIS,Pertussis (Whooping cough),0
COUNTRIES,EGY,Egypt,2020,DIPHTHERIA,Diphtheria,217
COUNTRIES,EGY,Egypt,2020,TB,Tuberculosis,47
COUNTRIES,EGY,Egypt,2020,HEPB,Hepatitis B,0
COUNTRIES,EGY,Egypt,2021,MEASLES,Measles,350
COUNTRIES,EGY,Egypt,2021,POLIO,Poliomyelitis,40
COUNTRIES,EGY,Egypt,2021,PERTUSSIS,Pertussis (Whooping cough),564
COUNTRIES,EGY,Egypt,2021,DIPHTHERIA,Diphtheria,280
COUNTRIES,EGY,Egypt,2021,TB,Tuberculosis,327
COUNTRIES,EGY,Egypt,2021,HEPB,Hepatitis B,195
COUNTRIES,EGY,Egypt,2022,MEASLES,Measles,316
COUNTRIES,EGY,Egypt,2022,POLIO,Poliomyelitis,63
COUNTRIES,EGY,Egypt,2022,PERTUSSIS,Pertussis (Whooping cough),418
COUNTRIES,EGY,Egypt,2022,DIPHTHERIA,Diphtheria,655
COUNTRIES,EGY,Egypt,2022,TB,Tuberculosis,362
COUNTRIES,EGY,Egypt,2022,HEPB,Hepatitis B,0
COUNTRIES,EGY,Egypt,2023,MEASLES,Measles,134
COUNTRIES,EGY,Egypt,2023,POLIO,Poliomyelitis,487
COUNTRIES,EGY,Egypt,2023,PERTUSSIS,Pertussis (Whooping cough),360
COUNTRIES,EGY,Egypt,2023,DIPHTHERIA,Diphtheria,1147
COUNTRIES,EGY,Egypt,2023,TB,Tuberculosis,20
COUNTRIES,EGY,Egypt,2023,HEPB,Hepatitis B,214
COUNTRIES,AUS,Australia,2010,MEASLES,Measles,200
COUNTRIES,AUS,Australia,2010,POLIO,Poliomyelitis,150
COUNTRIES,AUS,Australia,2010,PERTUSSIS,Pertussis (Whooping cough),69
COUNTRIES,AUS,Australia,2010,DIPHTHERIA,Diphtheria,428
COUNTRIES,AUS,Australia,2010,TB,Tuberculosis,1047
COUNTRIES,AUS,Australia,2010,HEPB,Hepatitis B,50
COUNTRIES,AUS,Australia,2011,MEASLES,Measles,108
COUNTRIES,AUS,Australia,2011,POLIO,Poliomyelitis,890
COUNTRIES,AUS,Australia,2011,PERTUSSIS,Pertussis (Whooping cough),695
COUNTRIES,AUS,Australia,2011,DIPHTHERIA,Diphtheria,537
COUNTRIES,AUS,Australia,2011,TB,Tuberculosis,55
COUNTRIES,AUS,Australia,2011,HEPB,Hepatitis B,31
COUNTRIES,AUS,Australia,2012,MEASLES,Measles,238
COUNTRIES,AUS,Australia,2012,POLIO,Poliomyelitis,68
COUNTRIES,AUS,Australia,2012,PERTUSSIS,Pertussis (Whooping cough),1061
COUNTRIES,AUS,Australia,2012,DIPHTHERIA,Diphtheria,150
COUNTRIES,AUS,Australia,2012,TB,Tuberculosis,122
COUNTRIES,AUS,Australia,2012,HEPB,Hepatitis B,33
COUNTRIES,AUS,Australia,2013,MEASLES,Measles,1301
COUNTRIES,AUS,Australia,2013,POLIO,Poliomyelitis,1304
COUNTRIES,AUS,Australia,2013,PERTUSSIS,Pertussis (Whooping cough),1038
COUNTRIES,AUS,Australia,2013,DIPHTHERIA,Diphtheria,360
COUNTRIES,AUS,Australia,2013,TB,Tuberculosis,1156
COUNTRIES,AUS,Australia,2013,HEPB,Hepatitis B,1657
COUNTRIES,AUS,Australia,2014,MEASLES,Measles,460
COUNTRIES,AUS,Australia,2014,POLIO,Poliomyelitis,569
COUNTRIES,AUS,Australia,2014,PERTUSSIS,Pertussis (Whooping cough),403
COUNTRIES,AUS,Australia,2014,DIPHTHERIA,Diphtheria,1249
COUNTRIES,AUS,Australia,2014,TB,Tuberculosis,1053
COUNTRIES,AUS,Australia,2014,HEPB,Hepatitis B,0
COUNTRIES,AUS,Australia,2015,MEASLES,Measles,125
COUNTRIES,AUS,Australia,2015,POLIO,Poliomyelitis,597
COUNTRIES,AUS,Australia,2015,PERTUSSIS,Pertussis (Whooping cough),718
COUNTRIES,AUS,Australia,2015,DIPHTHERIA,Diphtheria,850
COUNTRIES,AUS,Australia,2015,TB,Tuberculosis,1550
COUNTRIES,AUS,Australia,2015,HEPB,Hepatitis B,253
COUNTRIES,AUS,Australia,2016,MEASLES,Measles,295
COUNTRIES,AUS,Australia,2016,POLIO,Poliomyelitis,535
COUNTRIES,AUS,Australia,2016,PERTUSSIS,Pertussis (Whooping cough),381
COUNTRIES,AUS,Australia,2016,DIPHTHERIA,Diphtheria,359
COUNTRIES,AUS,Australia,2016,TB,Tuberculosis,900
COUNTRIES,AUS,Australia,2016,HEPB,Hepatitis B,631
COUNTRIES,AUS,Australia,2017,MEASLES,Measles,1026
COUNTRIES,AUS,Australia,2017,POLIO,Poliomyelitis,114
COUNTRIES,AUS,Australia,2017,PERTUSSIS,Pertussis (Whooping cough),702
COUNTRIES,AUS,Australia,2017,DIPHTHERIA,Diphtheria,558
COUNTRIES,AUS,Australia,2017,TB,Tuberculosis,1059
COUNTRIES,AUS,Australia,2017,HEPB,Hepatitis B,755
COUNTRIES,AUS,Australia,2018,MEASLES,Measles,443
COUNTRIES,AUS,Australia,2018,POLIO,Poliomyelitis,409
COUNTRIES,AUS,Australia,2018,PERTUSSIS,Pertussis (Whooping cough),1942
COUNTRIES,AUS,Australia,2018,DIPHTHERIA,Diphtheria,357
COUNTRIES,AUS,Australia,2018,TB,Tuberculosis,151
COUNTRIES,AUS,Australia,2018,HEPB,Hepatitis B,983
COUNTRIES,AUS,Australia,2019,MEASLES,Measles,492
COUNTRIES,AUS,Australia,2019,POLIO,Poliomyelitis,1496
COUNTRIES,AUS,Australia,2019,PERTUSSIS,Pertussis (Whooping cough),337
COUNTRIES,AUS,Australia,2019,DIPHTHERIA,Diphtheria,135
COUNTRIES,AUS,Australia,2019,TB,Tuberculosis,411
COUNTRIES,AUS,Australia,2019,HEPB,Hepatitis B,522
COUNTRIES,AUS,Australia,2020,MEASLES,Measles,587
COUNTRIES,AUS,Australia,2020,POLIO,Poliomyelitis,497
COUNTRIES,AUS,Australia,2020,PERTUSSIS,Pertussis (Whooping cough),912
COUNTRIES,AUS,Australia,2020,DIPHTHERIA,Diphtheria,844
COUNTRIES,AUS,Australia,2020,TB,Tuberculosis,486
COUNTRIES,AUS,Australia,2020,HEPB,Hepatitis B,1082
COUNTRIES,AUS,Australia,2021,MEASLES,Measles,702
COUNTRIES,AUS,Australia,2021,POLIO,Poliomyelitis,405
COUNTRIES,AUS,Australia,2021,PERTUSSIS,Pertussis (Whooping cough),609
COUNTRIES,AUS,Australia,2021,DIPHTHERIA,Diphtheria,936
COUNTRIES,AUS,Australia,2021,TB,Tuberculosis,519
COUNTRIES,AUS,Australia,2021,HEPB,Hepatitis B,1682
COUNTRIES,AUS,Australia,2022,MEASLES,Measles,147
COUNTRIES,AUS,Australia,2022,POLIO,Poliomyelitis,1413
COUNTRIES,AUS,Australia,2022,PERTUSSIS,Pertussis (Whooping cough),1385
COUNTRIES,AUS,Australia,2022,DIPHTHERIA,Diphtheria,252
COUNTRIES,AUS,Australia,2022,TB,Tuberculosis,106
COUNTRIES,AUS,Australia,2022,HEPB,Hepatitis B,225
COUNTRIES,AUS,Australia,2023,MEASLES,Measles,1096
COUNTRIES,AUS,Australia,2023,POLIO,Poliomyelitis,265
COUNTRIES,AUS,Australia,2023,PERTUSSIS,Pertussis (Whooping cough),1410
COUNTRIES,AUS,Australia,2023,DIPHTHERIA,Diphtheria,1789
COUNTRIES,AUS,Australia,2023,TB,Tuberculosis,243
COUNTRIES,AUS,Australia,2023,HEPB,Hepatitis B,673
